source_id,nome_fonte,tag,categoria_origine,tipo_fonte,livello,regione,ij,focus_ij,website_url,facebook_url,fb_status_originale,fb_status_clean,verifica_gruppo,instagram_url,x_url,dove_controllare_fb,azione_successiva,priority_tier,pilot_score,fb_processing_priority,election_relevance,ij_relevance,banja_luka_relevance,doboj_relevance,credibility,bias_score,social_signal,influence,manipulation_risk,technical_access,data_completeness,note
RS_IJ_023,Drina Press,lokalni/regionalni portal,IJ7 local/civil,local_civil_media,RS/BiH,Srebrenica/Podrinje,IJ7,IJ7,https://www.drinapress.org/,https://www.facebook.com/drinapress,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.62,0.526,0.62,0.7,0.0,0.0,0.62,0.45,0.45,0.35,0.35,0.7,0.4,Osjetljiv lokalni signal za Srebrenicu/Podrinje.
RS_IJ_028,IS Radio,lokalni/regionalni portal,IJ8 local radio,local_media,RS,Istočno Sarajevo,IJ8,IJ8,https://is-radio.com/,https://www.facebook.com/isradio,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.611,0.54,0.58,0.65,0.0,0.01,0.64,0.45,0.5,0.35,0.35,0.7,0.4,Tradicionalniji kontrolni lokalni izvor.
RS_IJ_032,Trebinje Danas,lokalni/regionalni portal,IJ9 local,local_portal,RS,Trebinje,IJ9,IJ9,https://trebinjedanas.com/,https://www.facebook.com/portal.trebinjedanas,✅ TROVATO,TROVATO,VERIFICATA,,,Facebook page URL from user list,"Verificare rapidamente proprietà/attività, poi promuovere a confermato.",3,0.592,0.629,0.55,0.65,0.0,0.0,0.56,0.45,0.55,0.35,0.5,0.75,0.4,Dopunski gradski signal.
RS_IJ_004,PrijedorDanas,lokalni/regionalni portal,IJ1 local,local_portal,RS,Prijedor,IJ1,IJ1,https://www.prijedordanas.com/,https://www.facebook.com/PrijedorDanasCom,✅ TROVATO,TROVATO,VERIFICATA,,,Facebook page URL from user list,"Verificare rapidamente proprietà/attività, poi promuovere a confermato.",3,0.586,0.609,0.55,0.65,0.02,0.03,0.52,0.45,0.5,0.4,0.55,0.7,0.4,Dopunski lokalni signal.
RS_IJ_033,Bileća Online,lokalni/regionalni portal,IJ9 local,local_portal,RS,Bileća,IJ9,IJ9,https://bilecaonline.com/,https://www.facebook.com/bilecaonline,✅ TROVATO,TROVATO,VERIFICATA,,,Facebook page URL from user list,"Verificare rapidamente proprietà/attività, poi promuovere a confermato.",3,0.584,0.608,0.55,0.65,0.0,0.0,0.55,0.45,0.5,0.35,0.45,0.7,0.4,Mikro-lokalni Bileća signal.
RS_IJ_011,Moj Brod,lokalni/regionalni portal,IJ4 local,local_portal,RS,Brod,IJ4,IJ4,https://mojbrod.info/,https://www.facebook.com/mojbrod.info,✅ TROVATO,TROVATO,VERIFICATA,,,Facebook page URL from user list,"Verificare rapidamente proprietà/attività, poi promuovere a confermato.",3,0.58,0.624,0.55,0.65,0.01,0.2,0.52,0.45,0.55,0.35,0.5,0.65,0.4,Mikro-lokalni izvor za Brod.
RS_IJ_024,UPSMedia,lokalni/regionalni portal,IJ7 local,local_portal,RS/BiH,Srebrenica/Bratunac,IJ7,IJ7,https://www.upsmedia.ba/,https://www.facebook.com/UPSMedia.ba,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.58,0.526,0.55,0.65,0.0,0.0,0.55,0.45,0.5,0.35,0.45,0.65,0.4,Lokalni dopunski signal.
RS_IJ_020,Bijeljina.org / Bijeljina Danas,lokalni/regionalni portal,IJ6 local,local_portal,RS,Bijeljina,IJ6,IJ6,https://www.bijeljina.org/,https://www.facebook.com/bijeljinadanas,✅ TROVATO,TROVATO,VERIFICATA,,,Facebook page URL from user list,"Verificare rapidamente proprietà/attività, poi promuovere a confermato.",3,0.566,0.582,0.55,0.65,0.0,0.02,0.5,0.4,0.45,0.35,0.5,0.65,0.4,Dopunski lokalni izvor.
BL_IJ3_013,Banjalučka berza,ekonomija/institucije,official/market,economic_market,RS,Banja Luka/RS,IJ3/ALL,RS,https://www.blberza.com/,https://www.facebook.com/p/Banjalučka-berza-hartija-od-vrijednosti-100076396975113,✅ TROVATO,TROVATO,VERIFICATA,,,Facebook page URL from user list,"Verificare rapidamente proprietà/attività, poi promuovere a confermato.",3,0.518,0.473,0.25,0.2,0.15,0.05,0.85,0.1,0.2,0.3,0.05,0.65,0.4,Kapitalno tržište RS; nišni ekonomski signal.
ECO_001,Capital.ba,ekonomija/institucije,economic / investigative RS,economic_media,RS,RS/BiH,ALL,RS,https://capital.ba/,https://www.facebook.com/portalcapital,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,https://x.com/portal_CAPITAL,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",1,0.759,0.659,0.68,0.65,0.45,0.55,0.78,0.55,0.65,0.65,0.3,0.8,0.75,"Ekonomske afere, javna preduzeća, tenderi; obavezan ekonomski sloj."
ECO_002,Akta.ba,ekonomija/institucije,economic portal BiH,economic_media,BiH,BiH,ALL,BiH,https://www.akta.ba/,https://www.facebook.com/akta.ba,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",2,0.645,0.573,0.45,0.35,0.1,0.2,0.7,0.25,0.55,0.55,0.25,0.8,0.4,"Poslovne vijesti, firme, investicije."
ECO_007,Republički zavod za statistiku RS,ekonomija/institucije,official statistics RS,official_statistics,RS,RS,ALL,RS,https://www.rzs.rs.ba/,https://www.facebook.com/rsstatistika,✅ TROVATO,TROVATO,VERIFICATA,,,Facebook page URL from user list,"Verificare rapidamente proprietà/attività, poi promuovere a confermato.",2,0.627,0.54,0.35,0.35,0.05,0.1,0.95,0.1,0.25,0.55,0.05,0.7,0.4,Zvanična statistika RS.
SRC_006,Centralna banka BiH,ekonomija/institucije,official economy,official_economic,BiH,BiH,ALL,BiH,https://www.cbbh.ba/,https://www.facebook.com/CentralnaBankaBiH,✅ TROVATO,TROVATO,VERIFICATA,,,Facebook page URL from user list,"Verificare rapidamente proprietà/attività, poi promuovere a confermato.",2,0.624,0.538,0.35,0.25,0.02,0.05,0.95,0.05,0.25,0.6,0.05,0.7,0.4,Zvanični makro/monetarni podaci.
ECO_006,Agencija za statistiku BiH,ekonomija/institucije,official statistics,official_statistics,BiH,BiH,ALL,BiH,https://bhas.gov.ba/,https://www.facebook.com/BHAS.BIH,✅ TROVATO,TROVATO,VERIFICATA,,,Facebook page URL from user list,"Verificare rapidamente proprietà/attività, poi promuovere a confermato.",2,0.597,0.509,0.35,0.25,0.02,0.05,0.95,0.05,0.2,0.5,0.05,0.7,0.4,Zvanična statistika BiH.
ECO_004,eKapija,ekonomija/institucije,economic / regional business,economic_media,BiH/region,BiH/region,ALL,BiH/region,https://ba.ekapija.com/,https://www.facebook.com/ekapija,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.578,0.525,0.4,0.25,0.05,0.1,0.65,0.3,0.5,0.45,0.3,0.75,0.4,"Investicije, tenderi, infrastruktura."
SRC_007,Poreska uprava RS,ekonomija/institucije,official tax RS,official_economic,RS,RS,ALL,RS,https://poreskaupravars.org/,https://www.facebook.com/p/Пореска-управа-Републике-Српске-61554143518509,✅ TROVATO,TROVATO,VERIFICATA,,,Facebook page URL from user list,"Verificare rapidamente proprietà/attività, poi promuovere a confermato.",3,0.575,0.516,0.3,0.25,0.05,0.1,0.9,0.1,0.25,0.45,0.05,0.65,0.4,Zvanični poreski i javno-prihodni signal RS.
ECO_003,BiznisInfo.ba,ekonomija/institucije,economic portal BiH,economic_media,BiH,BiH,ALL,BiH,https://www.biznisinfo.ba/,https://www.facebook.com/biznisinfo.ba,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.57,0.521,0.4,0.25,0.05,0.15,0.62,0.3,0.5,0.45,0.35,0.75,0.4,"Biznis vijesti, investicije, tržište."
SRC_008,Uprava za indirektno oporezivanje BiH,ekonomija/institucije,official tax/customs,official_economic,BiH,BiH,ALL,BiH,https://www.uino.gov.ba/,,❌ NON TROVATO,NON_TROVATO,NON_TROVATA,,https://x.com/UIO_BiH,Manual Facebook search / official website social links,Cercare manualmente su Facebook e sito ufficiale; se assente segnare come no_fb.,3,0.554,0.339,0.3,0.2,0.0,0.05,0.9,0.1,0.2,0.4,0.05,0.65,0.4,Nema potvrđenu FB stranicu; koristiti sajt i X.
ECO_005,Indikator.ba,ekonomija/institucije,finance/economic BiH,economic_media,BiH,BiH,ALL,BiH,https://indikator.ba/,https://www.facebook.com/indikatorba,✅ TROVATO,TROVATO,VERIFICATA,,,Facebook page URL from user list,"Verificare rapidamente proprietà/attività, poi promuovere a confermato.",3,0.551,0.558,0.4,0.25,0.02,0.1,0.65,0.3,0.4,0.4,0.25,0.7,0.4,Finansijski i poslovni signal.
SRC_001,Detektor / BIRN BiH,monitoring/ONG/analitika,investigative / judiciary,investigative,BiH,BiH,ALL,BiH,https://detektor.ba/,https://www.facebook.com/detektor.ba,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,https://x.com/detektor_ba,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",2,0.689,0.558,0.65,0.35,0.0,0.0,0.85,0.35,0.45,0.65,0.2,0.7,0.75,"Pravosuđe, korupcija, ekstremizam; korektiv za teške teme."
SRC_005,Žurnal,monitoring/ONG/analitika,investigative,investigative,BiH,BiH/RS,ALL,BiH,https://zurnal.info/,https://www.facebook.com/zurnal.info,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",2,0.685,0.591,0.65,0.35,0.2,0.2,0.8,0.65,0.55,0.65,0.3,0.75,0.4,Istraživački sloj za afere i korupciju.
SRC_010,Istraga.ba,medij/opšti izvor,BiH investigative/opinion,investigative,BiH,BiH,ALL,BiH,https://istraga.ba/,https://www.facebook.com/istraga.ba,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",2,0.6,0.552,0.62,0.25,0.02,0.07,0.62,0.7,0.55,0.5,0.55,0.7,0.4,Istraživački/politički signal; provjeravati pristrasnost.
SRC_002,Mediacentar Sarajevo / Media.ba,monitoring/ONG/analitika,media analysis,analysis,BiH,BiH,ALL,BiH,https://media.ba/,https://www.facebook.com/MediacentarSarajevo,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.608,0.486,0.65,0.25,0.0,0.0,0.83,0.35,0.35,0.45,0.15,0.65,0.4,Analize medija i društvenih mreža; relevantno za metodologiju pilota.
SRC_012,Analiziraj.ba,medij/opšti izvor,political/media analysis,analysis,BiH,BiH,ALL,BiH,https://analiziraj.ba/,https://www.facebook.com/analiziraj.ba,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.552,0.478,0.55,0.2,0.0,0.0,0.72,0.45,0.4,0.35,0.3,0.7,0.4,Analize medija/politike; manji ali koristan korektiv.
SRC_013,Tačno.net,medij/opšti izvor,political/social commentary,analysis,BiH,BiH,ALL,BiH,https://tacno.net/,https://www.facebook.com/tacno.net,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.531,0.469,0.5,0.2,0.0,0.0,0.65,0.6,0.4,0.35,0.35,0.7,0.4,Komentari i analize; provjeriti pristrasnost.
POL_RS_010,Za pravdu i red,partija/pokret,RS movement / opposition,movement_official,RS,RS-wide/Hercegovina,ALL/IJ9,RS,https://pravdared.com/,https://www.facebook.com/ZaPravduIRed,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",2,0.681,0.641,0.75,0.65,0.2,0.2,0.5,0.95,0.7,0.65,0.7,0.6,0.4,Jak opozicioni/movement signal; Hercegovina i RS-wide.
POL_RS_005,DEMOS,partija/pokret,RS party / vlast,party_official,RS,RS-wide,ALL,RS,https://demos-rs.com/,https://www.facebook.com/demos2018,✅ TROVATO,TROVATO,VERIFICATA,,,Facebook page URL from user list,"Verificare rapidamente proprietà/attività, poi promuovere a confermato.",2,0.619,0.659,0.72,0.6,0.35,0.45,0.45,0.9,0.6,0.55,0.65,0.55,0.4,Relevantan koalicioni faktor.
POL_RS_013,SDA RS / SDA BiH,partija/pokret,BiH party,party_official,BiH/RS,BiH/RS,ALL,BiH/RS,https://sda.ba/,https://www.facebook.com/SDA,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",2,0.609,0.574,0.65,0.45,0.1,0.2,0.5,0.95,0.6,0.6,0.6,0.6,0.5,Relevantno u povratničkim sredinama i probosanskim koalicijama.
POL_RS_012,Pokret za državu,medij/opšti izvor,BiH/RS coalition/platform,political_bloc,RS/BiH,RS/BiH,ALL,RS/BiH,,,❌ NON TROVATO,NON_TROVATO,NON_TROVATA,,,Manual Facebook search / official website social links,Cercare manualmente su Facebook e sito ufficiale; se assente segnare come no_fb.,2,0.587,0.477,0.7,0.55,0.2,0.25,0.45,0.95,0.55,0.55,0.6,0.45,0.0,Probosanski blok u RS; pratiti kroz koalicione liste i partije.
POL_RS_007,Socijalistička partija RS,partija/pokret,RS party / coalition,party_official,RS,RS-wide,ALL,RS,https://socijalisti.ba/,https://www.facebook.com/socijalistickapartija,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,https://www.instagram.com/socijalistickapartija/,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",2,0.585,0.546,0.68,0.55,0.25,0.5,0.45,0.9,0.55,0.5,0.65,0.55,0.75,Koalicioni faktor; pratiti lokalne odbore.
POL_RS_006,SPS RS,partija/pokret,RS party / vlast/opposition variable,party_official,RS,RS-wide,ALL,RS,https://spsrs.org/,https://www.facebook.com/socijalisti,✅ TROVATO,TROVATO,VERIFICATA,https://www.instagram.com/sps_srpska/,,Facebook page URL from user list,"Verificare rapidamente proprietà/attività, poi promuovere a confermato.",2,0.582,0.624,0.65,0.55,0.25,0.4,0.42,0.9,0.55,0.5,0.65,0.55,0.75,Manji ali relevantan faktor; pratiti koalicione pomake.
POL_RS_009,NPS (Narodna partija Srpske),partija/pokret,RS party / coalition,party_official,RS,RS-wide/Krajina,ALL/IJ1,RS,https://npsrs.org/,https://www.facebook.com/npsrpske,✅ TROVATO,TROVATO,VERIFICATA,https://www.instagram.com/npsrpske/,,Facebook page URL from user list,"Verificare rapidamente proprietà/attività, poi promuovere a confermato.",2,0.575,0.621,0.65,0.55,0.15,0.25,0.42,0.9,0.55,0.5,0.65,0.55,0.75,Banjac/NPS; lokalno relevantan u Krajini.
POL_RS_008,DNS,partija/pokret,RS party,party_official,RS,RS-wide/Prijedor,ALL/IJ1,RS,https://dnsrs.org/,https://www.facebook.com/dnszvanicnastranica,✅ TROVATO,TROVATO,VERIFICATA,https://www.instagram.com/dns_srpska/,,Facebook page URL from user list,"Verificare rapidamente proprietà/attività, poi promuovere a confermato.",2,0.556,0.595,0.62,0.55,0.15,0.3,0.42,0.85,0.5,0.45,0.6,0.55,0.75,Historijski jak u Prijedoru; provjeriti trenutno stanje i lokalne odbore.
REG_001,N1 Srbija,medij/opšti izvor,Serbia regional,media_tv,Serbia,Serbia/region,REGION,Serbia,https://n1info.rs/,https://www.facebook.com/N1Srbija,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,https://www.instagram.com/n1srbija/,https://x.com/n1srbija,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.671,0.654,0.45,0.15,0.0,0.05,0.75,0.55,0.75,0.7,0.4,0.85,1.0,Često pokriva region i BiH; relevantno za regionalni odjek.
REG_009,Index.hr,medij/opšti izvor,Croatia regional,media_portal,Croatia,Croatia/region,REGION,Croatia,https://www.index.hr/,https://www.facebook.com/index.hr,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,https://www.instagram.com/indexhr/,https://x.com/indexhr,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.646,0.661,0.38,0.1,0.0,0.03,0.62,0.55,0.8,0.75,0.6,0.85,1.0,Regionalno relevantan za BiH teme i hrvatski ugao.
REG_002,RTS,medij/opšti izvor,Serbia public broadcaster,media_public,Serbia,Serbia/region,REGION,Serbia,https://www.rts.rs/,https://www.facebook.com/rts,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,https://www.instagram.com/rts_predstavlja/,https://x.com/RTS_Vesti,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.624,0.581,0.4,0.12,0.0,0.05,0.75,0.5,0.6,0.65,0.35,0.8,1.0,Zvaničniji srbijanski okvir; važan za regionalni mainstream.
REG_010,N1 Hrvatska,medij/opšti izvor,Croatia regional,media_tv,Croatia,Croatia/region,REGION,Croatia,https://n1info.hr/,https://www.facebook.com/N1Hrvatska,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,https://www.instagram.com/n1hrvatska/,https://x.com/N1Hrvatska,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.622,0.597,0.38,0.1,0.0,0.03,0.75,0.5,0.65,0.6,0.35,0.85,1.0,Kvalitetniji regionalni TV/news signal.
REG_005,Blic,medij/opšti izvor,Serbia mainstream,media_portal,Serbia,Serbia/region,REGION,Serbia,https://www.blic.rs/,https://www.facebook.com/Blic.rs,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.621,0.649,0.35,0.1,0.0,0.03,0.55,0.55,0.8,0.75,0.65,0.8,0.4,Veliki regionalni reach; clickbait rizik.
REG_003,Nova.rs,medij/opšti izvor,Serbia news,media_portal,Serbia,Serbia/region,REGION,Serbia,https://nova.rs/,https://www.facebook.com/nova.rs,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.593,0.584,0.4,0.12,0.0,0.03,0.65,0.65,0.65,0.6,0.55,0.8,0.4,"Regionalni odjek, opozicioniji ton prema Srbiji."
REG_006,Kurir,medij/opšti izvor,Serbia tabloid,media_portal,Serbia,Serbia/region,REGION,Serbia,https://www.kurir.rs/,https://www.facebook.com/kurir,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.591,0.653,0.32,0.08,0.0,0.02,0.42,0.75,0.85,0.75,0.75,0.8,0.4,"Visok reach, visok tabloid/manipulativni rizik."
REG_007,Informer,medij/opšti izvor,Serbia tabloid/progovernment,media_portal,Serbia,Serbia/region,REGION,Serbia,https://informer.rs/,https://www.facebook.com/informer.rs,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.589,0.653,0.35,0.08,0.0,0.02,0.4,0.9,0.85,0.8,0.85,0.8,0.4,"Visok reach i visoka pristrasnost; pratiti kao signal, ne kao vjerodostojnost."
REG_012,Večernji list,medij/opšti izvor,Croatia/BiH mainstream,media_portal,Croatia/BiH,Croatia/BiH,REGION,Croatia/BiH,https://www.vecernji.hr/,https://www.facebook.com/vecernji,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.582,0.579,0.35,0.1,0.0,0.03,0.65,0.55,0.65,0.6,0.45,0.75,0.4,Važan za hrvatski/BiH hrvatski ugao.
REG_011,Jutarnji list,medij/opšti izvor,Croatia mainstream,media_portal,Croatia,Croatia/region,REGION,Croatia,https://www.jutarnji.hr/,https://www.facebook.com/jutarnji,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.579,0.578,0.3,0.08,0.0,0.02,0.65,0.45,0.65,0.6,0.4,0.75,0.4,Hrvatski mainstream; povremeno BiH teme.
REG_004,Danas,medij/opšti izvor,Serbia news/analysis,media_portal,Serbia,Serbia/region,REGION,Serbia,https://www.danas.rs/,https://www.facebook.com/danas.rs,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.578,0.543,0.4,0.12,0.0,0.03,0.7,0.65,0.55,0.55,0.45,0.8,0.4,Analitički/opozicioniji srbijanski izvor.
REG_008,Politika,medij/opšti izvor,Serbia traditional,media_portal,Serbia,Serbia/region,REGION,Serbia,https://www.politika.rs/,https://www.facebook.com/PolitikaNovine,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.559,0.517,0.35,0.08,0.0,0.02,0.7,0.45,0.5,0.55,0.35,0.75,0.4,Tradicionalni srbijanski medij.
REG_014,HRT,medij/opšti izvor,Croatia public broadcaster,media_public,Croatia,Croatia/region,REGION,Croatia,https://www.hrt.hr/,https://www.facebook.com/HRT,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.545,0.51,0.25,0.06,0.0,0.01,0.75,0.4,0.5,0.5,0.3,0.75,0.4,Zvaničniji hrvatski mainstream signal.
REG_013,Telegram.hr,medij/opšti izvor,Croatia analysis/news,media_portal,Croatia,Croatia/region,REGION,Croatia,https://www.telegram.hr/,https://www.facebook.com/Telegram.hr,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.536,0.524,0.25,0.06,0.0,0.01,0.7,0.45,0.55,0.45,0.35,0.75,0.4,Analitički hrvatski izvor; manji BiH fokus.
FBIH_001,Klix.ba,medij/opšti izvor,Federacija/BiH general,media_portal,BiH,Sarajevo/BiH,ALL,BiH,https://www.klix.ba/,https://www.facebook.com/Klix.ba,✅ TROVATO,TROVATO,VERIFICATA,https://www.instagram.com/klixba/,https://x.com/Klixba,Facebook page URL from user list,"Verificare rapidamente proprietà/attività, poi promuovere a confermato.",1,0.787,0.839,0.7,0.35,0.05,0.1,0.7,0.5,0.9,0.9,0.5,0.85,1.0,Najveći BiH portal; važan za nacionalni reach.
SRC_009,N1 BiH,medij/opšti izvor,BiH TV/news,media_tv,BiH,BiH,ALL,BiH,https://n1info.ba/,https://www.facebook.com/N1BiH,✅ TROVATO,TROVATO,VERIFICATA,https://www.instagram.com/n1bih/,https://x.com/N1infoSA,Facebook page URL from user list,"Verificare rapidamente proprietà/attività, poi promuovere a confermato.",1,0.776,0.799,0.75,0.35,0.05,0.15,0.75,0.55,0.8,0.85,0.4,0.85,1.0,"Visok nacionalni uticaj, često pokriva BiH/RS politiku."
FBIH_002,Dnevni avaz,medij/opšti izvor,Federacija/BiH general,media_portal,BiH,Sarajevo/BiH,ALL,BiH,https://avaz.ba/,https://www.facebook.com/dnevniavaz,✅ TROVATO,TROVATO,VERIFICATA,https://www.instagram.com/dnevniavaz/,https://x.com/DnevniAvaz,Facebook page URL from user list,"Verificare rapidamente proprietà/attività, poi promuovere a confermato.",2,0.69,0.743,0.6,0.3,0.03,0.1,0.62,0.55,0.75,0.75,0.55,0.8,1.0,Jak dnevni portal/list; relevantan za Federaciju i BiH-wide narativ.
SRC_004,Mondo.ba,medij/opšti izvor,RS/BiH portal,media_portal,BiH/RS,BiH/RS,ALL,BiH/RS,https://mondo.ba/,https://www.facebook.com/mondobih,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,https://www.instagram.com/mondo_ba/,https://x.com/Mondo_BA,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",2,0.677,0.622,0.65,0.45,0.35,0.25,0.6,0.45,0.65,0.65,0.55,0.75,1.0,"Širi portal, koristan za popularizaciju i širenje tema."
FBIH_003,Oslobođenje,medij/opšti izvor,Federacija/BiH general,media_portal,BiH,Sarajevo/BiH,ALL,BiH,https://www.oslobodjenje.ba/,https://www.facebook.com/oslobodjenjeba,✅ TROVATO,TROVATO,VERIFICATA,https://www.instagram.com/oslobodjenje/,https://x.com/Oslobodjenje_,Facebook page URL from user list,"Verificare rapidamente proprietà/attività, poi promuovere a confermato.",2,0.669,0.699,0.6,0.3,0.03,0.1,0.68,0.5,0.65,0.65,0.45,0.8,1.0,Tradicionalni BiH medij.
FBIH_004,Raport.ba,medij/opšti izvor,Federacija/BiH politics,media_portal,BiH,Sarajevo/BiH,ALL,BiH,https://raport.ba/,https://www.facebook.com/raport.ba,✅ CONFERMATO,CONFERMATO,VERIFICATA,,,Facebook page URL from user list,Usare nel pilot; controllo periodico.,2,0.622,0.69,0.62,0.3,0.02,0.1,0.58,0.55,0.6,0.55,0.55,0.75,0.4,Političke vijesti i komentari; relevantan za Federaciju/BiH.
FBIH_005,Faktor.ba,medij/opšti izvor,Federacija/BiH politics,media_portal,BiH,Sarajevo/BiH,ALL,BiH,https://faktor.ba/,https://www.facebook.com/faktor.ba,✅ CONFERMATO,CONFERMATO,VERIFICATA,,,Facebook page URL from user list,Usare nel pilot; controllo periodico.,2,0.607,0.683,0.58,0.3,0.02,0.08,0.58,0.65,0.6,0.55,0.6,0.75,0.4,Politički obojenija BiH/Federacija perspektiva.
FBIH_006,Vijesti.ba,medij/opšti izvor,Federacija/BiH general,media_portal,BiH,BiH,ALL,BiH,https://vijesti.ba/,https://www.facebook.com/vijesti.ba,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.558,0.516,0.5,0.25,0.0,0.08,0.58,0.45,0.5,0.45,0.5,0.7,0.4,Širi BiH portal.
SRC_011,Dnevnik.ba,medij/opšti izvor,BiH/Croat political perspective,media_portal,BiH,BiH/Federacija,ALL,BiH,https://www.dnevnik.ba/,https://www.facebook.com/dnevnik.ba,⚠️ DA VERIFICARE,DA_VERIFICARE,DA_VERIFICARE,,,Facebook page URL from user list,"Aprire pagina, controllare autenticità, attività recente e collegamento col sito.",3,0.536,0.489,0.52,0.2,0.0,0.05,0.58,0.6,0.45,0.4,0.5,0.7,0.4,Koristan za hrvatsku/Federacija perspektivu.
