source_id_candidate,name,website_url,canonical_domain,macro_tipo,priority_tier,technical_access,already_active,current_source_id,test_status,fetch_method_found,feed_url,http_status,items_recent,valid_articles,fulltext_ok,date_ok,duplicate_rate_sample,problem,decision,notes
POL_RS_006,SPS RS,https://spsrs.org/,spsrs.org,PARTIJE_POKRETI,2,0.55,False,,DEAD_DOMAIN,none,,,0,0,False,False,N/A_SINGLE_SOURCE,DEAD_DOMAIN,NOT_PROMOTED,<urlopen error [Errno 11001] getaddrinfo failed> https://spsrs.org/
POL_RS_009,NPS (Narodna partija Srpske),https://npsrs.org/,npsrs.org,PARTIJE_POKRETI,2,0.55,False,,NO_RSS,none,,200,0,0,False,False,N/A_SINGLE_SOURCE,RSS_EMPTY,NOT_PROMOTED,feed trovato ma 0 item negli ultimi 7g
POL_RS_008,DNS,https://dnsrs.org/,dnsrs.org,PARTIJE_POKRETI,2,0.55,False,,JS_ONLY,none,,200,0,0,False,False,N/A_SINGLE_SOURCE,JS_ONLY,NOT_PROMOTED,nessun testo estraibile senza JS (probabile SPA) e nessun feed/sitemap utile
REG_001,N1 Srbija,https://n1info.rs/,n1info.rs,MEDIA_PORTALI,3,0.85,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
REG_009,Index.hr,https://www.index.hr/,index.hr,SRBIJA_HRVATSKA,3,0.85,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
REG_002,RTS,https://www.rts.rs/,rts.rs,SRBIJA_HRVATSKA,3,0.8,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
REG_010,N1 Hrvatska,https://n1info.hr/,n1info.hr,MEDIA_PORTALI,3,0.85,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
REG_005,Blic,https://www.blic.rs/,blic.rs,SRBIJA_HRVATSKA,3,0.8,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
REG_003,Nova.rs,https://nova.rs/,nova.rs,MEDIA_PORTALI,3,0.8,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
REG_006,Kurir,https://www.kurir.rs/,kurir.rs,SRBIJA_HRVATSKA,3,0.8,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
REG_007,Informer,https://informer.rs/,informer.rs,SRBIJA_HRVATSKA,3,0.8,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
REG_012,Večernji list,https://www.vecernji.hr/,vecernji.hr,MEDIA_PORTALI,3,0.75,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
REG_011,Jutarnji list,https://www.jutarnji.hr/,jutarnji.hr,SRBIJA_HRVATSKA,3,0.75,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
REG_004,Danas,https://www.danas.rs/,danas.rs,SRBIJA_HRVATSKA,3,0.8,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
REG_008,Politika,https://www.politika.rs/,politika.rs,SRBIJA_HRVATSKA,3,0.75,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
REG_014,HRT,https://www.hrt.hr/,hrt.hr,SRBIJA_HRVATSKA,3,0.75,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
REG_013,Telegram.hr,https://www.telegram.hr/,telegram.hr,SRBIJA_HRVATSKA,3,0.75,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
FBIH_001,Klix.ba,https://www.klix.ba/,klix.ba,FEDERACIJA_BIH,1,0.85,True,FBIH_001,ALREADY_ACTIVE,,,,,,,,N/A_SINGLE_SOURCE,,ALREADY_ACTIVE,gia' attiva come FBIH_001
SRC_009,N1 BiH,https://n1info.ba/,n1info.ba,MEDIA_PORTALI,1,0.85,True,SRC_009,ALREADY_ACTIVE,,,,,,,,N/A_SINGLE_SOURCE,,ALREADY_ACTIVE,gia' attiva come SRC_009
FBIH_002,Dnevni avaz,https://avaz.ba/,avaz.ba,FEDERACIJA_BIH,2,0.8,False,,READY_RSS,rss,https://avaz.ba/rss,200,10,10,False,True,N/A_SINGLE_SOURCE,,PROMOTED,"10 entry totali nel feed | Promossa in config/sources.yaml (TASK_SOURCE_EXPANSION_DAILY_PILOT_01, 2026-08-29)."
SRC_004,Mondo.ba,https://mondo.ba/,mondo.ba,MEDIA_PORTALI,2,0.75,False,,READY_HTML,html_home_links,,200,4,8,True,True,N/A_SINGLE_SOURCE,,READY_NOT_ENABLED_YET,8 articoli controllati dai link homepage; ATTENZIONE: pilot/collect.py collect_from_html_source non raccoglie un metodo che non sia 'sitemap'/'wayback' nel campo method -> non promuovibile senza sitemap/wayback confermati (vedi decision). | Metodo html_home_links non raccoglibile da pilot/collect.py senza sitemap/wayback confermati (collect_from_html_source dispatcha solo su 'sitemap'/'wayback' nel campo method) — non promossa in questo task.
FBIH_003,Oslobođenje,https://www.oslobodjenje.ba/,oslobodjenje.ba,FEDERACIJA_BIH,2,0.8,False,,READY_RSS,rss,https://www.oslobodjenje.ba/rss.xml,200,50,50,False,True,N/A_SINGLE_SOURCE,,PROMOTED,"50 entry totali nel feed | Promossa in config/sources.yaml (TASK_SOURCE_EXPANSION_DAILY_PILOT_01, 2026-08-29)."
FBIH_004,Raport.ba,https://raport.ba/,raport.ba,FEDERACIJA_BIH,2,0.75,False,,READY_RSS,rss,https://raport.ba/feed.rss,200,10,10,False,True,N/A_SINGLE_SOURCE,,READY_NOT_ENABLED_YET,10 entry totali nel feed | READY ma tetto MAX 15 raggiunto; candidata per il prossimo giro.
FBIH_005,Faktor.ba,https://faktor.ba/,faktor.ba,FEDERACIJA_BIH,2,0.75,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 2 ma fuori dalle categorie mirate del task §7 (Doboj/IJ5, US, partiti RS, istituzioni elettorali, media RS locali, economia, BiH monitoring) — budget di fetch non speso su questo candidato per policy."
FBIH_006,Vijesti.ba,https://vijesti.ba/,vijesti.ba,FEDERACIJA_BIH,3,0.7,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
SRC_011,Dnevnik.ba,https://www.dnevnik.ba/,dnevnik.ba,FEDERACIJA_BIH,3,0.7,False,,,,,,,,,,N/A_SINGLE_SOURCE,,NOT_TESTED,"NOT_TESTED: tier 3, nessun gap geografico/tematico residuo identificato dopo tier 1+2 — budget di fetch non speso per policy §8/§15."
PART_RS_ZPIR_001,Za pravdu i red,https://zapravduired.org/,zapravduired.org,PARTIJE_POKRETI,2,0.7,False,,NO_ARTICLE_LINKS,none,,200,0,0,False,False,N/A_SINGLE_SOURCE,NO_ARTICLE_LINKS,NOT_PROMOTED,"html controllato, 0 articoli recenti su 8"
